ticker,country,sector,ret_1m,ret_3m,ret_full,realized_vol_oos,max_drawdown_oos,realized_beta_oos,n_days_oos
STAG,US,Real Estate,5.554038769062752,8.213089644892758,1.7744715346025952,20.65024111719386,-13.487159515137826,0.31256288107548785,118.0
CUBE,US,Real Estate,7.932240187657791,11.679220709555004,3.93961584379261,22.11661002639478,-10.258824965533098,0.23733434535888687,118.0
REXR,US,Real Estate,7.216180820361884,4.621771585778345,16.671173705151944,27.169079812643414,-13.274569352876552,0.39360151990018205,118.0
LAMR,US,Real Estate,9.957698738047993,24.732830116299453,15.469947167709087,22.05064631053741,-11.239995296986649,0.22736586048036234,118.0
IART,US,Healthcare,14.900316013453118,89.40188607364267,62.9590783643114,65.13091348975237,-23.929470572878152,2.1511507896122,118.0
MTCH,US,Communication Services,23.76634712913024,21.301916666733156,30.250939774466403,35.098857685956666,-11.585210259313271,0.9142456229215006,118.0
MSGS,US,Communication Services,5.004465115299284,21.771283402786512,21.660342027079604,24.63030628816124,-8.103026440247874,0.35193813816735253,118.0
TTWO,US,Communication Services,8.085257445788429,27.57793151676353,3.227103799772202,34.93413414492238,-20.494565211614802,0.4411472424670033,118.0
EA,US,Communication Services,,,,,,,
LYV,US,Communication Services,1.605136436597121,19.800960730587903,8.52648396744582,28.168560470824524,-11.323363491692717,0.5462799608254097,118.0
WMG,US,Communication Services,7.162003170003661,8.906970308224405,5.3683020353436195,36.45757141391735,-28.269676794646927,0.3240849100001205,118.0
PAGEIND.NS,India,Consumer Cyclical,8.366479391438375,26.83339133893501,11.043631519299147,25.978200427938287,-20.97172071234613,0.4478204371371237,121.0
RELAXO.NS,India,Consumer Cyclical,11.456339315046815,51.59842063654807,12.793307841440061,52.86980099511219,-33.05235048213534,1.3106282507181113,121.0
ARVIND.NS,India,Consumer Cyclical,9.11704133642559,55.50993584633643,51.30350107546009,39.28680955365188,-13.702945202952964,0.43600070065561675,122.0
TRENT.NS,India,Consumer Cyclical,16.72957037656182,40.3721687778549,17.364636343081052,33.296851676073494,-18.356362218585364,1.1447569407362388,122.0
DIXON.NS,India,Technology,12.559852543351347,24.721538640380338,33.160210348367315,35.678704505831575,-13.242161260459916,1.3684288185430307,122.0
BATAINDIA.NS,India,Consumer Cyclical,9.328163498712371,6.299933064123553,1.5997168411949758,33.33180898554461,-16.343919254151483,1.0781152727417727,122.0
VMART.NS,India,Consumer Cyclical,13.130848736953782,44.98989255703445,44.54999474522885,35.50065753540916,-10.539059359240543,0.9472438676455189,121.0
RAJESHEXPO.NS,India,Consumer Cyclical,36.57195075089399,5.041248381550845,-21.48258508505796,50.67344034727797,-46.748001026342955,0.8115817032111393,122.0
JUBLFOOD.NS,India,Consumer Cyclical,7.177253953004348,-3.347886999801386,8.537560069341122,37.15733558541985,-16.148338150526676,1.431581262105483,122.0
DEVYANI.NS,India,Consumer Cyclical,29.347716439070503,18.531580099583245,45.29710688265061,40.00141866058106,-16.537345465739307,1.410081425088089,122.0
SAPPHIRE.NS,India,Consumer Cyclical,33.539000441798294,20.081832775089794,50.340971547913284,48.65165890728967,-19.530418891355016,1.3865456575012831,122.0
LAURUSLABS.NS,India,Healthcare,5.566201988531838,46.66038659908565,95.22724237077239,27.565446942503463,-5.3912080016293995,0.35389029071058176,122.0
AJANTPHARM.NS,India,Healthcare,1.1285401711646825,19.851677627943644,29.004979445619593,26.305168826293613,-10.646786959486999,0.25423760664622475,122.0
GLENMARK.NS,India,Healthcare,15.034903924249754,4.981356378926982,18.436879928444384,25.803259558391645,-11.634048668302077,0.6802807782860602,122.0
TORNTPHARM.NS,India,Healthcare,4.9633907963468005,17.14143901717755,25.27354136833877,23.317026848336404,-6.057230743305009,0.1054599400266683,122.0
ALKEM.NS,India,Healthcare,2.700642451037516,4.612022201577681,3.2178742385674086,21.291471681977338,-12.37677247773531,0.3939497838184282,122.0
IPCALAB.NS,India,Healthcare,2.862327819547872,15.527781918162598,32.32639814531244,26.976698830220396,-10.993747231459562,0.0668386440020626,122.0
NATCOPHARM.NS,India,Healthcare,6.637141498517507,-9.055522659021554,-18.347614765931908,34.68154281177515,-32.447934378346524,0.8028065782553097,122.0
AUROPHARMA.NS,India,Healthcare,4.183853255681336,17.04281751142036,29.0770085495901,25.24997325922985,-9.698067158167989,-0.007220229848287752,122.0
BIOCON.NS,India,Healthcare,2.0138996559275757,18.734939085547865,12.174839163191864,24.799842489743398,-15.04425152577501,0.423726438047844,122.0
SYNGENE.NS,India,Healthcare,19.572992472260054,12.795929386356164,-2.0888226364305096,32.16467567206064,-23.296500564539645,0.5613076751935578,122.0
LALPATHLAB.NS,India,Healthcare,2.8975752751176254,24.504127145119583,45.56222131463083,33.27736446115643,-9.790445826434047,0.6992563300748097,122.0
METROPOLIS.NS,India,Healthcare,12.981630021227941,29.31235126607494,39.100465486479166,31.819789053270686,-9.376681740229165,0.6301779379516188,122.0
GRANULES.NS,India,Healthcare,14.031943146971738,34.566497254275276,40.48924257230926,27.704525470478362,-8.511726469613357,0.4433657422048495,122.0
PERSISTENT.NS,India,Technology,-8.181419671237212,-12.378294191178728,0.5834230692194353,37.10348508869464,-21.852561643764844,0.828575109554876,122.0
LTTS.NS,India,Technology,8.32860013070793,-4.328297146736215,-2.3827757004789563,33.324956072646636,-18.99531675678593,1.097335531588303,122.0
CYIENT.NS,India,Industrials,8.31211113168746,9.26881268360409,33.21736767045367,35.60410614960641,-14.690372932822914,0.8733172936764411,122.0
MPHASIS.NS,India,Technology,3.0227628612253143,1.6064138579115816,4.962354567205707,30.872222184143304,-15.392740126071958,0.8333727114887759,122.0
COFORGE.NS,India,Technology,-1.4422304168469124,18.831378622919882,47.235231777127716,42.422711691787015,-12.598723266736378,1.147475184050551,122.0
TATAELXSI.NS,India,Technology,-2.626554583087426,-11.891766657025837,-22.91039798170805,29.41871110562065,-29.69657691980494,0.9209429932863623,122.0
ROUTE.NS,India,Communication Services,14.79747512628402,18.28179816602551,4.222657730678336,36.089588808496806,-21.861018446142445,1.175164602854204,122.0
BSOFT.NS,India,Technology,-0.3775064383273352,-23.985441530635075,-23.081737530020476,34.8163281329024,-30.9837702393037,1.1141656825108521,122.0
HAPPSTMNDS.NS,India,Technology,-5.099827570951132,-10.479455581592035,-18.410329723434028,37.38811649533615,-30.021214776081663,1.1042779187994625,122.0
MASTEK.NS,India,Technology,12.325126795418218,6.968108116049443,5.19468626397932,45.031613068545084,-18.080730193110085,1.1859411906583388,122.0
KPITTECH.NS,India,Technology,8.93370500386943,-19.80482085199261,-23.729912932670093,41.106650075236146,-34.32809030057956,0.611597212981643,122.0
NEWGEN.NS,India,Technology,14.851819306711267,9.208579137846451,15.770181712375475,50.62275199407744,-16.176119066340377,1.4506918754018026,122.0
