ticker,avg_daily_volume,avg_daily_volume_30d,avg_daily_volume_90d,price_volatility,price_volatility_30d,price_momentum_1m,price_momentum_3m,price_momentum_6m,price_momentum_12m,price_latest,max_drawdown_1y,sharpe_ratio_1y,sortino_ratio_1y,avg_daily_return,return_skewness,return_kurtosis,amihud_illiquidity
NET,3226570.3187251,3889310.0,3835261.111111111,50.85165917325993,62.03376560673971,10.07748173721843,7.994081128150854,-5.73120558296647,77.07235218535082,211.69000244140625,-36.758783848623175,1.41127770892711,2.0806771255929166,0.21181726321558694,0.20768980404058024,5.06781233551111,5.715428106131043e-05
BILL,2481886.852589641,2009890.0,2636064.4444444445,61.87906996080099,44.39836976224111,-14.402835909951506,-23.595727810794642,-29.01506363857361,-17.333615564879278,38.630001068115234,-36.636477650487976,0.028672247769291066,0.055095788569359476,-0.020354096530490483,0.6948387017229386,31.468418170447112,0.00018956288705763557
FROG,1484767.7290836654,4045266.6666666665,2891265.5555555555,57.599484062198215,104.85602558522756,23.13869218807516,-15.041126624768397,5.262060488655718,52.53164600621434,50.61000061035156,-49.62308160498652,1.0166922946036239,1.4193241344085414,0.09905586295009493,-0.7770742705697257,17.886104200258117,0.0004934732318839005
CFLT,6841930.244897959,14076985.3,12477758.522222223,62.357794168304636,4.4301631787173505,0.9446221530026611,3.0595280533118885,58.67894870228516,13.933819492176847,30.989999771118164,-41.828154934171366,0.5873262864527011,0.6459273675010825,0.08814603274780221,-0.02609859346517826,20.968075206174863,0.00034187085755423994
SMCI,54830971.11553785,40310816.666666664,32420056.666666668,98.09254148789945,116.72549291284689,-27.97767337318966,-25.0,-55.77142987932477,-33.827303469982986,23.219999313354492,-66.18349366456124,-0.10333091277727523,-0.13476996242666592,-0.09911041951138505,-0.12561092482734695,5.7444433716627135,1.9987461221682388e-05
MARA,46722373.70517928,49656966.666666664,45165224.44444445,89.61849753748402,82.59018002274676,-0.6841552620853508,-12.108979089222727,-53.64555820245139,-29.871175646997372,8.710000038146973,-70.53415072630399,0.0289055312028478,0.04849423546649472,-0.004289960621847727,0.7514095332451654,2.60911245054086,6.102195438971489e-05
RBLX,8440907.17131474,9316820.0,10394541.111111112,52.63085429246115,59.899426190542115,-9.034505228929168,-25.74428304329066,-54.9737823143434,-2.434669672358314,60.11000061035156,-63.33003620890443,0.25662129387373783,0.34744504218902117,0.1556067963528796,-0.45694719751633894,8.203810948788346,4.428895998641446e-05
TENB,1363070.717131474,2994640.0,2347534.4444444445,35.26087109886924,63.1895107821798,-16.99716869498812,-22.657279904298587,-40.44715565347301,-50.0,17.579999923706055,-53.35589017888629,-1.5862119951212195,-1.9258726903450702,-0.1746708912431642,-0.552232072381764,4.545325771340213,0.00039400831220667306
CWAN,4319535.258964144,5232803.333333333,10432623.333333334,38.46374277987417,8.20329275343719,1.104495800430083,-1.2857792013406977,35.30414457420583,-10.961467846439954,23.799999237060547,-40.55368269567378,-0.0813081312554472,-0.10280114819121873,0.09387402104590228,1.7692223880653595,14.104904720355364,0.0002730562203995018
RPD,1023724.1035856573,2248670.0,1632411.111111111,50.66145212768329,66.29707205991447,-23.721592121349644,-62.368607475149005,-71.20643434103047,-80.43002995246296,5.369999885559082,-80.79446108470164,-2.4196759162883237,-2.523220203510213,-0.3848675100851163,-2.185851046434303,16.755780050364294,0.0009876182870975
ILMN,2102184.338645418,1723836.6666666667,1883825.5555555555,44.798016444840954,40.206371965165175,-0.670623988543062,-5.187948294343448,28.277938911063384,55.5691274135951,127.37999725341797,-25.66417362133443,1.226813973808573,2.218408661444928,0.04389809298210118,1.3009693282970203,11.906568631979587,9.135956849901611e-05
ALGN,1075115.737051793,1318640.0,1319018.888888889,46.66441656882175,42.406676332607155,-2.84738031105336,9.33795259771033,32.556340441969,4.037084125173429,170.60000610351562,-39.726822828367744,0.45071145970844845,0.4419407887857058,-0.07174061261042429,-3.570708734823932,48.29177994857548,9.579712691377604e-05
INCY,2152195.6175298803,1671026.6666666667,1916765.5555555555,33.34188138489325,23.944884280804864,-1.438406965520278,-5.413131495648715,11.184517457590015,53.90662199111402,95.93000030517578,-18.332275209380544,1.5060052478070254,2.329270387251152,0.13190021309511588,0.30733409878013834,5.309880737295487,9.619271687236334e-05
BMRN,2095428.486055777,2219146.6666666665,2546208.888888889,34.070566529375505,27.795934260071668,-8.370479974193323,-6.644240054243777,-0.12596670003354182,-18.76463663947504,55.5,-24.677986952082552,-0.39412532647080717,-0.6647168141314679,-0.06597923985573131,-0.24500112385781966,19.834001598711026,0.0001084453340227252
ALKS,1920404.1832669324,2800830.0,2172750.0,36.174089717406126,62.861882732637056,22.892415110372234,23.283792888937292,11.452334924804042,6.707499308914744,34.84000015258789,-22.196792118852706,0.36870483626783884,0.5586528472343745,0.08154754462180523,0.8108505768664723,7.12538875283426,0.0003046290272531928
IONS,1839689.4422310756,2462446.6666666665,2201793.3333333335,45.267279451697,35.814533025729936,-0.49228675965135027,-6.125263418570215,9.34210416242578,160.50157889408055,74.79000091552734,-19.445086352397944,2.2621389008400743,4.996136111505337,0.14542940659066955,3.4389926507042685,43.96621024106201,0.0002574257892272448
EXAS,3031371.139676113,2463000.533333333,4394429.855555556,51.85339632102104,3.5628129134263977,1.4603502069122865,3.0347711417664014,95.87378822291306,129.964941074967,104.91000366210938,-29.5626746596657,2.1585489932363666,4.0367792326919885,0.1261959757010103,1.4603295541668915,20.919344212803573,0.00015354693977285322
TECH,1696641.8326693226,2347136.6666666665,2197138.888888889,41.15527267268602,40.22811298209709,-4.9382686557058575,-10.81059152606193,-14.199945012407934,-8.462028962037238,53.130001068115234,-31.527494212995165,0.06103255407622874,0.09283556890015371,-0.013499859340967762,0.4789144225778316,4.159930744744539,0.00019279755509980318
DXCM,4476829.083665338,4000936.6666666665,4901730.0,49.79242025770369,27.99363002418706,-11.981894084278421,-6.492334889367479,-6.351597028348643,-8.687992694412404,62.220001220703125,-38.74678778028843,0.03762851612358729,0.047265399911764996,-0.10388339408171253,-4.352373387036327,58.16750900305174,5.0335400677949734e-05
VEEV,1312465.3386454184,2099416.6666666665,2028940.0,34.13186419348096,33.96002823870432,-11.261859688872,-20.734433744885205,-42.158984412690096,-23.201200280873813,173.97999572753906,-43.83449650331461,-0.5585319785287086,-0.8367305913839016,-0.021455863126356094,1.212893642163092,14.767831216799763,4.932301216278637e-05
TFX,648997.0119521912,901310.0,885087.7777777778,37.479464767286935,36.72284567133432,0.49475548254962476,-3.4708527658438126,-5.561846026636886,-15.710352550956408,117.80999755859375,-28.41724619832292,-0.22065632323609569,-0.28845303379376125,-0.08693602724305033,-2.3439248439370104,19.98506203523877,0.00016812164179518137
STE,603273.3067729083,917320.0,758273.3333333334,23.220299239594176,23.61481702026074,-8.301533792707062,-12.30754039157903,-9.543635632491188,-3.170470186035057,218.7100067138672,-20.755610655621947,0.03204655291113339,0.04912433213572341,0.015961593358153562,0.799660754881399,7.254523339971106,7.747033108168213e-05
BIO,272949.80079681275,302036.6666666667,251496.66666666666,39.29910697512053,27.38371490481546,0.3440459661247619,-8.281193595537061,-4.842985478843054,14.039583480807405,279.989990234375,-24.48565193271707,0.5691852495279797,0.9050857322446545,-0.001360325476742625,0.6800351807439221,8.055469713241706,0.00023807860597719536
HOLX,2379972.310756972,3041866.6666666665,2816687.777777778,23.05935302080297,2.5677045319377045,-0.1320111869585361,1.4619152400435098,11.397434025008145,24.917436939232118,75.6500015258789,-14.524232912842672,0.9602722074858197,1.4786451802694403,0.005525173655701299,1.3156396908405972,26.27499474450696,6.0714325770705966e-05
NTRA,1331458.565737052,1257146.6666666667,1215547.7777777778,43.61083044425036,48.65543940550432,5.4986285743388486,-9.115539653982086,29.81710692952433,45.23743027921348,207.97999572753906,-28.203617028856986,1.1487406771051842,1.7470725130120492,0.19878913746408347,0.7680479156990155,6.232999401757681,0.00010476806248689085
MEDP,349383.06772908365,319216.6666666667,314274.44444444444,56.05628513122692,33.65510185064305,6.169839182286507,-12.728104218311353,-7.055595758445254,60.11951892382961,498.3399963378906,-32.960571304537766,1.0439959399673007,2.166715145330181,0.10119445879955635,6.875922851619172,115.79564361070076,0.00013823000656485555
HRMY,667273.3067729083,1107163.3333333333,819058.8888888889,44.60876276048094,57.704512044309276,-2.7008083184216547,-25.789194814175364,3.6621806197842277,-14.724866854981922,27.739999771118164,-34.485307294076264,-0.1567919645174047,-0.17823478588699795,0.013598637306203159,-0.8415443271413046,10.325732376419685,0.0009663950006119275
PEN,510739.8406374502,668423.3333333334,862007.7777777778,37.89587951213604,9.038108366992812,-3.012157217046263,6.7674911172863395,30.324659036891077,19.11302616963415,330.3599853515625,-24.76482947343689,0.7107203605833003,1.354403547082624,0.11351986116411483,1.6590656106513946,9.39474002720281,0.0001520340255303476
RVMD,1937946.4143426295,2215516.6666666665,2948385.5555555555,49.22568031101899,30.103926300819182,-0.5218753976833357,25.436607134150393,116.89278138254141,186.47400901106502,99.12000274658203,-24.953350648579008,2.245752429787492,3.905153151942802,0.2763488344846271,1.6910880031189097,17.0525713502271,0.00027893644337254644
PCVX,1385415.737051793,1387823.3333333333,1403406.6666666667,64.67668968436841,39.85575613066126,0.22317779933946902,25.656483466497427,45.477197892477264,73.28585172999189,58.380001068115234,-20.60476070557509,1.3466465814730002,2.151403979857146,0.06837760878118587,-1.3827516841452676,44.03559526362222,0.00035205045074407376
AZTA,694850.0,958243.3333333334,852655.5555555555,51.77918508023258,54.04074200225498,-8.713197559455566,-32.225218405417664,-28.1359183066039,-36.09150167104425,22.6299991607666,-51.475248883194084,-0.369162789375577,-0.46514506158950103,-0.13699799075441138,-0.5555075269748292,7.777365299281799,0.0009415529730221173
NEOG,3722193.027888446,2555283.3333333335,3462191.111111111,60.98300337482952,49.0250747172773,-11.973805268618133,34.428569248744424,62.241371344159504,9.54597997972304,9.40999984741211,-48.894065325912365,0.5234688902838788,0.6555397813988169,-0.008923942005576606,0.35128151728820345,16.53075288357492,0.0008607837873837407
AVTR,9211681.075697212,9442193.333333334,10993362.222222222,46.11842777024224,32.78479450668089,-7.276999167661757,-31.064571823118214,-42.62890462786203,-51.50399231815088,7.900000095367432,-54.51197402727567,-0.9597239563581019,-1.0804701057455504,-0.188269492281508,-1.4659624598668104,12.951535593874535,0.000138707760694477
ENSG,408834.0637450199,365296.6666666667,377777.77777777775,25.95485899407918,18.587847641665313,-5.121186946049782,13.088647199373371,13.123762816058026,48.891754483268635,196.6199951171875,-12.755155244453443,1.6348202146195367,3.0050589237163905,0.1102542705501813,1.069832149749881,13.345765308835578,0.00020586788120890816
GMED,1247296.2151394421,1114660.0,1333125.5555555555,44.353152249095515,30.504851032840136,-1.5343294126272,0.7101891128456383,51.42954889661888,16.45032870058982,87.91999816894531,-31.27152398722062,0.5902358589907483,0.8948846597843745,0.14056056783348772,3.8998678955605426,67.69484762791471,0.00016638801076895155
OMCL,548201.7928286853,617570.0,638410.0,54.35279718646706,43.86022030230726,-19.17159402158839,-24.34647322190654,13.90927967749902,-3.694296650919471,34.150001525878906,-37.05001195108517,0.17072539431776643,0.21813817337926944,0.09806225517197803,3.099364936428584,33.64068109993463,0.0011152737351321762
GNRC,980462.3505976095,1057713.3333333333,1116725.5555555555,44.274794033502616,43.33860843130504,-11.297473377140143,37.55491703912457,14.177298703420371,51.41988409128895,194.08999633789062,-32.77298939414523,1.0798056871155053,1.7312460723260192,0.12087235875635309,1.0760888465753482,8.831663070144067,0.0001320085433314945
MTZ,921769.7211155378,1092430.0,914437.7777777778,42.36386084975924,44.837733044324835,13.86725834737954,47.70481397548272,56.104925500412506,173.9084344645524,336.25,-14.130827020712477,2.744936831748591,3.754767535946606,0.2884348336614463,-0.46702966507651933,6.382480959266802,0.00014979389266016422
AWI,332123.9043824701,690693.3333333334,496968.8888888889,24.94919736302345,35.58566874776098,-3.8958784031266847,-15.997009714544241,-15.552050231799551,16.1792085372346,165.02999877929688,-21.2934663306096,0.7348083189822404,0.9910302403211071,0.07497925826689471,0.1354938826416447,6.41555062521727,0.00025906521716200284
GFF,386443.82470119523,320550.0,320463.3333333333,40.52752295772201,32.77137800555715,-10.512466666207809,-4.579435098829576,-7.384872464715886,-3.736325390886386,71.41999816894531,-27.85169506493833,0.15017862102653606,0.2155270904654286,0.031705193005553495,-0.19205280422272109,14.20275591260641,0.0006501891648822224
WWD,517508.764940239,596940.0,645114.4444444445,34.47450781060565,43.180917752335304,-3.8309313999034256,19.694863986894017,46.434524375469465,96.38819438494399,371.7799987792969,-17.276746927849405,2.0307872669206097,3.1498046031090516,0.19798863744574358,-0.2201299252314556,14.458708836521918,0.00013890547898538888
FIX,439918.52589641436,469193.3333333333,544983.3333333334,55.55926400951638,64.56893798374622,5.17024231527774,41.27836155545144,70.3283321772341,315.213327746904,1417.18994140625,-13.769863769166657,2.901117082337165,4.848733869925938,0.3601379303480805,-0.1834621203992278,10.733222338719477,0.00011954298221530905
ROAD,473666.93227091635,547376.6666666666,545958.8888888889,46.91975274944704,58.25096323007543,-15.712806093556186,-5.590231872093909,-16.385028506006215,38.59947287275958,105.88999938964844,-26.554046898735496,1.0226294099499549,1.7806583621651535,0.16386056879491592,0.4612693077497773,2.785679739183371,0.0006225785229508826
DY,394058.9641434263,449800.0,444423.3333333333,40.164766997958296,44.18925563479249,-5.90032338007862,0.16975380999970646,19.401196902860264,120.4178541456812,348.1499938964844,-24.433946272218954,2.2269133375654517,3.601239745878274,0.2119747116803778,0.2666579245063678,5.115516087397706,0.00023876671017936194
EME,462595.6175298805,402936.6666666667,374458.8888888889,40.008661725891656,41.240695399332765,5.186294699777427,18.492349914892813,14.653198939816692,96.87431209007917,756.2999877929688,-25.150576438754634,1.9494940614355656,2.3637492509744096,0.1804181352148071,-1.4736209469357877,11.26039229217747,8.355082916463468e-05
WSC,2523181.274900398,2304560.0,2308376.6666666665,47.48302180078349,55.48578773429805,-13.353265301079787,-10.383381855279083,-18.371126981806274,-39.27085066534267,17.389999389648438,-52.530155507463974,-0.5830499100539919,-0.9021423054718514,-0.13987002822216665,-0.007079718557968559,4.201318697565027,0.00033331605262045113
GGG,819853.5856573705,1015080.0,957045.5555555555,20.81459628219417,19.781477550435227,-7.275914129101624,2.7421305509846228,0.38976304937314854,1.320120707399286,84.62000274658203,-12.547262661734448,0.18298019671212867,0.2654552738228991,-0.0032472947139670374,-0.15556142833300285,3.740760238140575,0.0001525755104542982
RBC,174578.08764940238,185543.33333333334,196536.66666666666,26.609262649668896,28.7102586672553,-3.1710441091844177,19.468596774791138,46.166564341886726,62.64874365269857,548.1099853515625,-10.345536468424077,2.0129749821324237,3.4649307674000136,0.16146497690645487,1.250745361857499,5.749605070704808,0.00022085418919713635
ITT,541995.6175298805,1003650.0,1020397.7777777778,30.084061948649314,34.50290645320225,1.516442120525463,11.125558390011236,6.836430224887535,45.99555471612655,193.1999969482422,-15.565054478711138,1.3654365629867713,2.009446416550406,0.09710027297240613,0.5637166001879259,7.531622611099282,0.00019347752707090014
WTS,175962.1513944223,180866.66666666666,188325.55555555556,26.39326519149556,20.401474521687263,-7.743397822344766,3.8753464813470417,3.289165403190597,39.60699358364095,288.9200134277344,-15.450706367752009,1.3656910203898822,2.3755073425245796,0.08285204624392185,0.988675877072805,6.519741895717617,0.00031732888833461254
ALLE,844598.6055776892,871756.6666666666,885007.7777777778,23.90612660837741,21.373523440702215,-7.005153063883062,-12.004257526273287,-20.336478019668846,7.541910132057317,141.05999755859375,-21.23605230954234,0.4406233655484286,0.6671294576949568,0.029812104264256498,0.2729844568875069,7.900823674527523,9.327903545310466e-05
SITE,493181.6733067729,622893.3333333334,625003.3333333334,38.938528777564166,41.08368621796832,-6.444233615020767,1.343355459757345,-1.4693360392583732,3.334689186308437,126.73999786376953,-23.520953827425362,0.3303360126880496,0.6769300457582235,-0.025564693702675993,0.4989822183568814,2.08098310486649,0.0003041680632015944
TTC,913349.6015936255,975360.0,998162.2222222222,30.217844812802753,19.588954525654284,-5.880753578377195,16.11993223774284,22.946666669365,28.03073401711935,92.69999694824219,-17.21715082607783,1.0431869698894554,1.714513441834337,0.03802312628155674,0.9119509890888685,10.856620603208386,0.00018935506002575362
AAON,866034.06374502,868326.6666666666,937610.0,52.69706208121507,52.62286353503238,-11.837156293426677,2.869637456523577,-17.08277091121714,-1.1900903390126727,81.36000061035156,-32.763399031061724,0.330468492869632,0.5067040052188693,0.046024359337314524,-0.6432073314742194,8.559836115902407,0.00031688087067106494
ESAB,354883.46613545815,627083.3333333334,520670.0,36.59982302042716,46.19332570754337,-13.16799706159043,-12.527762577436373,-12.33364385460588,-19.799299715505924,98.37000274658203,-32.25041736454005,-0.2970616409846525,-0.3693788634655492,0.0019563005302065616,-0.28417873358510115,9.494055379249842,0.00044874585782076994
MWA,1435803.984063745,993326.6666666666,1199468.888888889,32.1788388852786,22.238442805860632,-4.391426190917292,15.770202517313137,7.281866087296041,7.113339629642823,27.649999618530273,-16.11083470318023,0.42794978466809624,0.5794249096361076,0.1390790346820715,1.315513424154714,10.823408227437358,0.0004595477635302796
ZWS,1022907.3705179283,898346.6666666666,948964.4444444445,27.45300422196464,24.051881962890743,-7.0602771798172315,-3.698003494109703,-3.58783871162488,35.64143341949138,45.02000045776367,-17.024199147258834,1.1912991895721585,2.1037999363360638,0.08430905531611797,1.142500032790177,8.253979352197176,0.00036376816780656215
SPXC,331409.561752988,451096.6666666667,500886.6666666667,37.7540538610537,47.935929464429314,-6.894762166670343,-2.9371255446444255,5.0924187802510845,45.47264443982397,197.2899932861328,-23.152563597804576,1.2623253509231345,2.008752413274545,0.12528715680345393,0.3105628453968596,4.2964411534497255,0.0003710243347366363
KMX,3011261.354581673,3095683.3333333335,3622174.4444444445,44.02441410787541,34.8312108519143,-1.9500587626682164,4.93763955587565,-10.505752517145439,-50.18726445038446,41.22999954223633,-62.69179604545339,-0.9308161117212751,-0.9561792230705514,-0.10049226725489016,-2.471220959750247,19.279110848509735,0.00010777325237668915
FIVE,1657905.9760956175,1171860.0,1199772.2222222222,54.34759862586972,41.385818749563,6.198964976999255,21.680022281224097,50.26492726529956,188.85753535441293,235.38999938964844,-31.586695960896005,2.3201019681727,2.853124118222613,0.13189132675516424,-1.0760293602335016,17.50207954766892,0.00011775946145583732
DKS,1306196.2151394421,1297666.6666666667,1403532.2222222222,41.14000446567699,27.51931888571732,-4.55725648046924,-3.6038716692053385,-15.759198878570501,-7.056721123153764,191.75,-21.278600040423747,0.10418131951379886,0.1505445369232546,0.022941831380316805,0.6582098567698722,8.252108044710011,7.225197745255626e-05
ASO,1606279.282868526,1731443.3333333333,1650302.2222222222,45.59485060913363,46.565701518935825,-4.764771051247452,10.282941013793101,8.837146336201585,21.71901014333315,57.349998474121094,-28.40646587696711,0.6740157105878211,1.0093062536812438,0.024815125583136158,0.49802442945886616,8.166819134835304,0.0002541360448585341
BOOT,736399.203187251,647296.6666666666,635777.7777777778,49.4295794410777,39.998277531549526,-26.845633426824666,-27.578631449440206,-20.433268059572786,17.683940320264526,135.16000366210938,-35.012978921697055,0.6376215394315176,1.089407831012344,0.11225133755109727,-0.01335889052193402,7.005299972777383,0.00020249207679069124
WSM,1703590.0398406375,1370163.3333333333,1212958.888888889,45.52213375088277,33.88666347990414,-6.932175434066412,-3.785989639876053,-7.527030689903547,10.878134558240493,180.1699981689453,-20.564646421970558,0.5503444403943143,0.7921208177251332,0.07690872645028742,1.4307211934071986,19.222608114982535,7.350886995563314e-05
RH,1047823.7051792828,1575673.3333333333,1210958.888888889,73.08345054568657,81.33589440211935,-25.163248712020724,-41.33705757914713,-44.32503909788724,-54.497695485369,113.45999908447266,-55.03984124537008,-0.46393648659601494,-0.5838047448240455,-0.0827996799334882,-0.4646340290405897,16.54639269981566,0.00013303951952851875
POOL,528629.6812749004,803316.6666666666,809825.5555555555,32.23610484692047,25.692817060809993,-6.323400448687922,-11.131410273544207,-34.257837691569314,-36.50952632564904,202.92999267578125,-39.778011428867345,-1.0757555305747124,-1.529302526704393,-0.10421753203208482,-0.1649103857387591,7.154614909628826,9.565527170778017e-05
DECK,2815657.5697211158,2255113.3333333335,2801651.111111111,49.36764136302659,37.00849641791869,-8.616847104184567,-7.9408215041045,-5.289022477606842,-16.672321782218237,98.30999755859375,-38.517427597119834,0.010343867965917469,0.01348101183895546,-0.03533385527721587,-0.4756617840420311,12.593380759014252,5.6838915073458746e-05
YETI,1798938.4462151395,1428413.3333333333,1618748.888888889,43.92343344191808,39.47755635522176,-13.469775787130821,-18.911684909409875,3.8263853086010435,4.72350038015128,36.36000061035156,-30.076817648380793,0.39664101170304455,0.5766875631487761,0.021895882092242882,0.7734344724761767,6.031097572483285,0.0002988963892951157
GRMN,898710.9561752988,863990.0,993330.0,36.088072097591166,29.72660780719558,-0.6700260872537722,17.842719549228605,-7.0444050026159495,10.772239184389697,237.64999389648438,-27.97474465084665,0.47464376489855165,0.49643715263768656,0.12886050810724273,1.978274432303493,31.048643083043533,6.886835513051887e-05
LULU,2959064.541832669,2919030.0,3508270.0,44.92474868995,39.415160404023105,-10.081991103767873,-26.132534972673007,-12.615037100179261,-44.92661318454354,155.72000122070312,-56.49333191059394,-0.9356206144033106,-1.0646674963052805,-0.13371703267913265,-1.017718237049957,11.248828375023985,2.8309918005403563e-05
FOXF,647305.9760956175,841093.3333333334,752273.3333333334,54.09399542539324,52.77999307591281,-4.2808218059586345,-3.731341077402328,-33.399522420511744,-32.56936111032075,16.770000457763672,-56.62611099451955,-0.25973947263365094,-0.3121515235530716,-0.1548920920545271,-0.6106237959956649,10.004158435699798,0.001401497282594874
CROX,1537518.5258964144,1269090.0,1294028.888888889,52.110154848994085,37.54964835265543,0.44423429285020966,-3.783776195059807,-2.946628046469568,-24.99551463562596,83.66000366210938,-38.97389149676525,-0.17712098659186826,-0.21635091915564114,-0.04574500504153827,-0.5195771237931638,22.05495669485899,0.0001326262698823861
SIG,1050547.8087649401,1127423.3333333333,985598.8888888889,51.389206871825856,61.53773733050605,-9.464364736502596,-1.463247157472436,-13.901577020186961,41.4822211219493,84.8499984741211,-25.6886824122015,0.9616308688125199,1.735826484224106,0.015861072530020916,0.008457417016675994,8.247540183981952,0.00026845885993911504
SHAK,1233245.8167330676,1465986.6666666667,1550243.3333333333,47.106170698711615,51.08633377245704,-7.707406771266911,7.020487030852118,-5.520889531696405,-6.665967312137422,89.33000183105469,-45.70160993494038,0.2046175518259163,0.29589161273184605,0.016462397260210523,0.41974911528671893,5.250798080342443,0.0001748094890783371
WING,716074.7011952191,1191916.6666666667,913683.3333333334,54.892433828481366,59.16378885063537,-35.38807030808546,-40.54515225240767,-42.35453985693394,-35.082356641079734,152.50999450683594,-61.88885057605069,-0.3882128086882996,-0.7582556977948364,-0.1162555406684167,0.7382375067474537,11.13564240316598,0.00011171805159580912
TXRH,948004.780876494,1019616.6666666666,949136.6666666666,26.5345708494156,22.397789444477148,-6.480234609816016,-4.4718747596381725,-0.42960188553501366,-3.855810589486486,162.97999572753906,-20.208734578622323,0.06858974706247126,0.11888152279531516,0.03290582203957854,0.43839271928975587,2.0359791505719795,8.03981481660148e-05
